,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
345,346,Godard Mon Amour,"$1,335,846","$82,264",6.2%,"$1,253,582",93.8%,2017_boxofficemojo_rankings.csv,2017
346,347,The Women's Balcony,"$1,272,517","$1,200,885",94.4%,"$71,632",5.6%,2017_boxofficemojo_rankings.csv,2017
347,348,Chonda Pierce: Enough,"$1,260,116","$1,260,116",100%,-,-,2017_boxofficemojo_rankings.csv,2017
348,349,Slumber,"$1,243,832",-,-,"$1,243,832",100%,2017_boxofficemojo_rankings.csv,2017
349,350,1945,"$1,240,663","$1,006,193",81.1%,"$234,470",18.9%,2017_boxofficemojo_rankings.csv,2017
350,351,True to the Game,"$1,231,040","$1,231,040",100%,-,-,2017_boxofficemojo_rankings.csv,2017
351,352,Steve McQueen: American Icon,"$1,229,782","$1,229,782",100%,-,-,2017_boxofficemojo_rankings.csv,2017
352,353,Spirited Away 2017 Re-release,"$1,196,791","$1,196,791",100%,-,-,2017_boxofficemojo_rankings.csv,2017
353,354,Shubh Mangal Savdhan,"$1,188,541","$689,874",58%,"$498,667",42%,2017_boxofficemojo_rankings.csv,2017
354,355,Napping Princess,"$1,156,847","$48,198",4.2%,"$1,108,649",95.8%,2017_boxofficemojo_rankings.csv,2017
355,356,Detective Jagga,"$1,154,862","$861,740",74.6%,"$293,122",25.4%,2017_boxofficemojo_rankings.csv,2017
356,357,Step,"$1,152,839","$1,146,292",99.4%,"$6,547",0.6%,2017_boxofficemojo_rankings.csv,2017
357,358,Fathom Premieres 6 Below: Miracle on the Mountain,"$1,135,531","$14,838",1.3%,"$1,120,693",98.7%,2017_boxofficemojo_rankings.csv,2017
358,359,Columbus,"$1,093,077","$1,017,107",93%,"$75,970",7%,2017_boxofficemojo_rankings.csv,2017
359,360,Bombshell: The Hedy Lamarr Story,"$1,092,277","$820,300",75.1%,"$271,977",24.9%,2017_boxofficemojo_rankings.csv,2017
360,361,Spark: A Space Tail,"$1,040,689","$196,458",18.9%,"$844,231",81.1%,2017_boxofficemojo_rankings.csv,2017
361,362,Casablanca 2017 Re-release,"$1,024,560","$1,024,560",100%,-,-,2017_boxofficemojo_rankings.csv,2017
362,363,Ghost House,"$1,004,155",-,-,"$1,004,155",100%,2017_boxofficemojo_rankings.csv,2017
363,364,The Workshop,"$1,000,056","$22,061",2.2%,"$977,995",97.8%,2017_boxofficemojo_rankings.csv,2017
364,365,Beyond Skyline,"$992,181",-,-,"$992,181",100%,2017_boxofficemojo_rankings.csv,2017
365,366,Under the Tree,"$944,991","$67,596",7.2%,"$877,395",92.8%,2017_boxofficemojo_rankings.csv,2017
366,367,Rebel in the Rye,"$944,370","$378,294",40.1%,"$566,076",59.9%,2017_boxofficemojo_rankings.csv,2017
367,368,Afterimage,"$943,029","$33,443",3.5%,"$909,586",96.5%,2017_boxofficemojo_rankings.csv,2017
368,369,Landline,"$940,854","$940,854",100%,-,-,2017_boxofficemojo_rankings.csv,2017
369,370,Paradise,"$921,242","$14,873",1.6%,"$906,369",98.4%,2017_boxofficemojo_rankings.csv,2017
370,371,Bitter Harvest,"$904,399","$557,241",61.6%,"$347,158",38.4%,2017_boxofficemojo_rankings.csv,2017
371,372,The Polar Express 2017 IMAX Release,"$875,150","$875,150",100%,-,-,2017_boxofficemojo_rankings.csv,2017
372,373,Wilson,"$848,646","$653,951",77.1%,"$194,695",22.9%,2017_boxofficemojo_rankings.csv,2017
373,374,The Exception,"$834,572","$708,973",85%,"$125,599",15%,2017_boxofficemojo_rankings.csv,2017
374,375,Inside,"$824,414",-,-,"$824,414",100%,2017_boxofficemojo_rankings.csv,2017
375,376,Wakefield,"$798,214","$262,599",32.9%,"$535,615",67.1%,2017_boxofficemojo_rankings.csv,2017
376,377,George Takei's Allegiance,"$784,850","$784,850",100%,-,-,2017_boxofficemojo_rankings.csv,2017
377,378,The Paris Opera,"$781,039","$55,482",7.1%,"$725,557",92.9%,2017_boxofficemojo_rankings.csv,2017
378,379,The Shining 2017 Re-release,"$760,309","$421,572",55.4%,"$338,737",44.6%,2017_boxofficemojo_rankings.csv,2017
379,380,Tommy's Honour,"$751,345","$569,306",75.8%,"$182,039",24.2%,2017_boxofficemojo_rankings.csv,2017
380,381,May It Last,"$725,286","$725,286",100%,-,-,2017_boxofficemojo_rankings.csv,2017
381,382,12 Days,"$722,049","$5,204",0.7%,"$716,845",99.3%,2017_boxofficemojo_rankings.csv,2017
382,383,Revive Us 2,"$718,607","$718,607",100%,-,-,2017_boxofficemojo_rankings.csv,2017
383,384,Countdown to Canelo vs. Golovkin,"$703,396","$703,396",100%,-,-,2017_boxofficemojo_rankings.csv,2017
384,385,Buena Vista Social Club: Adios,"$701,575","$123,445",17.6%,"$578,130",82.4%,2017_boxofficemojo_rankings.csv,2017
385,386,The Secret Scripture,"$694,981",-,-,"$694,981",100%,2017_boxofficemojo_rankings.csv,2017
386,387,Chris Brown: Welcome To My Life,"$693,984","$693,984",100%,-,-,2017_boxofficemojo_rankings.csv,2017
387,388,Titanic 2017 Re-release,"$693,626","$691,642",99.7%,"$1,984",0.3%,2017_boxofficemojo_rankings.csv,2017
388,389,Stefan Zweig: Farewell to Europe 2017 Re-release,"$683,063","$78,372",11.5%,"$604,691",88.5%,2017_boxofficemojo_rankings.csv,2017
389,390,Brigsby Bear,"$681,632","$532,669",78.1%,"$148,963",21.9%,2017_boxofficemojo_rankings.csv,2017
390,391,All I See Is You,"$678,150","$217,644",32.1%,"$460,506",67.9%,2017_boxofficemojo_rankings.csv,2017
391,392,Whisky Galore,"$653,866","$20,991",3.2%,"$632,875",96.8%,2017_boxofficemojo_rankings.csv,2017
392,393,The Black Prince,"$632,823",-,-,"$632,823",100%,2017_boxofficemojo_rankings.csv,2017
393,394,Grace Jones: Bloodlight and Bami,"$632,394","$375,208",59.3%,"$257,186",40.7%,2017_boxofficemojo_rankings.csv,2017
394,395,Jonah: The Musical,"$631,154","$631,154",100%,-,-,2017_boxofficemojo_rankings.csv,2017
395,396,The Last Suit,"$608,209","$73,548",12.1%,"$534,661",87.9%,2017_boxofficemojo_rankings.csv,2017
396,397,Neither Wolf Nor Dog,"$606,511","$606,511",100%,-,-,2017_boxofficemojo_rankings.csv,2017
397,398,Novitiate,"$580,346","$580,346",100%,-,-,2017_boxofficemojo_rankings.csv,2017
398,399,Bedeviled,"$579,942",-,-,"$579,942",100%,2017_boxofficemojo_rankings.csv,2017
399,400,The Room 2017 Re-release,"$572,340","$549,602",96%,"$22,738",4%,2017_boxofficemojo_rankings.csv,2017
400,401,Samaritan's Purse presents Facing Darkness,"$555,533","$555,533",100%,-,-,2017_boxofficemojo_rankings.csv,2017
401,402,Dolores,"$555,309","$555,309",100%,-,-,2017_boxofficemojo_rankings.csv,2017
402,403,Trespass Against Us,"$517,197","$5,711",1.1%,"$511,486",98.9%,2017_boxofficemojo_rankings.csv,2017
403,404,Black Butler: Book of the Atlantic,"$511,132","$248,286",48.6%,"$262,846",51.4%,2017_boxofficemojo_rankings.csv,2017
404,405,Una,"$508,169","$22,815",4.5%,"$485,354",95.5%,2017_boxofficemojo_rankings.csv,2017
405,406,Gabriel and the Mountain,"$505,769","$18,415",3.6%,"$487,354",96.4%,2017_boxofficemojo_rankings.csv,2017
406,407,Letters From Baghdad,"$502,941","$359,735",71.5%,"$143,206",28.5%,2017_boxofficemojo_rankings.csv,2017
407,408,Chuck,"$502,518","$320,725",63.8%,"$181,793",36.2%,2017_boxofficemojo_rankings.csv,2017
408,409,Soul on a String,"$491,294","$3,669",0.7%,"$487,625",99.3%,2017_boxofficemojo_rankings.csv,2017
409,410,Zama,"$489,692","$200,600",41%,"$289,092",59%,2017_boxofficemojo_rankings.csv,2017
410,411,Beach Rats,"$486,623","$473,771",97.4%,"$12,852",2.6%,2017_boxofficemojo_rankings.csv,2017
411,412,The Journey,"$482,209","$155,475",32.2%,"$326,734",67.8%,2017_boxofficemojo_rankings.csv,2017
412,413,DCI 2017 Tour Premeire,"$467,817","$467,817",100%,-,-,2017_boxofficemojo_rankings.csv,2017
413,414,Eric Clapton: A Life in 12 Bars,"$459,088",-,-,"$459,088",100%,2017_boxofficemojo_rankings.csv,2017
414,415,Sailor Moon R: The Movie: The Promise of the Rose,"$452,053","$452,053",100%,-,-,2017_boxofficemojo_rankings.csv,2017
415,416,Perfect Blue 2017 Re-release,"$450,594","$446,062",99%,"$4,532",1%,2017_boxofficemojo_rankings.csv,2017
416,417,Pearl Jam: Let's Play Two,"$450,273","$348,833",77.5%,"$101,440",22.5%,2017_boxofficemojo_rankings.csv,2017
417,418,Before We Vanish,"$448,829","$52,087",11.6%,"$396,742",88.4%,2017_boxofficemojo_rankings.csv,2017
418,419,On the Beach at Night Alone,"$429,159","$37,489",8.7%,"$391,670",91.3%,2017_boxofficemojo_rankings.csv,2017
419,420,Manifesto,"$416,389","$161,101",38.7%,"$255,288",61.3%,2017_boxofficemojo_rankings.csv,2017
420,421,The Ottoman Lieutenant,"$413,844","$240,978",58.2%,"$172,866",41.8%,2017_boxofficemojo_rankings.csv,2017
421,422,"Love, Kennedy","$407,871","$407,871",100%,-,-,2017_boxofficemojo_rankings.csv,2017
422,423,Chasing Trane: The John Coltrane Documentary,"$406,284","$406,284",100%,-,-,2017_boxofficemojo_rankings.csv,2017
423,424,Racer and the Jailbird,"$400,026","$46,337",11.6%,"$353,689",88.4%,2017_boxofficemojo_rankings.csv,2017
424,425,Berlin Syndrome,"$397,783","$28,660",7.2%,"$369,123",92.8%,2017_boxofficemojo_rankings.csv,2017
425,426,Samurai Cop,"$384,756","$384,756",100%,-,-,2017_boxofficemojo_rankings.csv,2017
426,427,Digimon Adventure tri. Part 5: Coexistence,"$382,119","$52,339",13.7%,"$329,780",86.3%,2017_boxofficemojo_rankings.csv,2017
427,428,I'll Push You: A Real-Life Inspiration,"$378,899","$378,899",100%,-,-,2017_boxofficemojo_rankings.csv,2017
428,429,Eloise,"$372,137",-,-,"$372,137",100%,2017_boxofficemojo_rankings.csv,2017
429,430,The Void,"$368,372","$151,042",41%,"$217,330",59%,2017_boxofficemojo_rankings.csv,2017
430,431,BOSTON: An American Running Story,"$364,369","$364,369",100%,-,-,2017_boxofficemojo_rankings.csv,2017
431,432,The Breadwinner,"$363,307","$312,381",86%,"$50,926",14%,2017_boxofficemojo_rankings.csv,2017
432,433,Disney Junior HalloVeen Party!,"$359,745","$359,745",100%,-,-,2017_boxofficemojo_rankings.csv,2017
433,434,Government 3,"$358,928","$249,588",69.5%,"$109,340",30.5%,2017_boxofficemojo_rankings.csv,2017
434,435,Long Strange Trip - The Untold Story of The Grateful Dead,"$351,957","$351,957",100%,-,-,2017_boxofficemojo_rankings.csv,2017
435,436,Tehran Taboo,"$349,886","$74,758",21.4%,"$275,128",78.6%,2017_boxofficemojo_rankings.csv,2017
436,437,The Vault,"$346,729","$5,728",1.7%,"$341,001",98.3%,2017_boxofficemojo_rankings.csv,2017
437,438,Countdown to Canelo vs. Chavez Jr.,"$343,387","$343,387",100%,-,-,2017_boxofficemojo_rankings.csv,2017
438,439,Don't Hang Up,"$332,571",-,-,"$332,571",100%,2017_boxofficemojo_rankings.csv,2017
439,440,Citizen Jane: Battle for the City,"$323,124","$313,411",97%,"$9,713",3%,2017_boxofficemojo_rankings.csv,2017
440,441,6 Days,"$316,946",-,-,"$316,946",100%,2017_boxofficemojo_rankings.csv,2017
441,442,Obit.,"$315,049","$315,049",100%,-,-,2017_boxofficemojo_rankings.csv,2017
442,443,David Lynch: The Art Life,"$311,470","$171,419",55%,"$140,051",45%,2017_boxofficemojo_rankings.csv,2017
443,444,I Do... Until I Don't,"$280,668","$280,668",100%,-,-,2017_boxofficemojo_rankings.csv,2017
444,445,"Lou Andreas-Salomé, The Audacity to be Free","$278,982","$12,875",4.6%,"$266,107",95.4%,2017_boxofficemojo_rankings.csv,2017
445,446,Chavela,"$272,842","$148,666",54.5%,"$124,176",45.5%,2017_boxofficemojo_rankings.csv,2017
446,447,Stalker,"$269,881","$269,881",100%,-,-,2017_boxofficemojo_rankings.csv,2017
447,448,Meri Pyaari Bindu,"$268,067",-,-,"$268,067",100%,2017_boxofficemojo_rankings.csv,2017
448,449,Félicité,"$265,495","$12,433",4.7%,"$253,062",95.3%,2017_boxofficemojo_rankings.csv,2017
449,450,Half Girlfriend,"$261,597",-,-,"$261,597",100%,2017_boxofficemojo_rankings.csv,2017
450,451,Dean,"$254,536","$254,536",100%,-,-,2017_boxofficemojo_rankings.csv,2017
451,452,Gook,"$251,541","$250,130",99.4%,"$1,411",0.6%,2017_boxofficemojo_rankings.csv,2017
452,453,Band Aid,"$248,370","$248,370",100%,-,-,2017_boxofficemojo_rankings.csv,2017
453,454,Crown Heights,"$238,558","$238,558",100%,-,-,2017_boxofficemojo_rankings.csv,2017
454,455,American Satan,"$237,708","$237,708",100%,-,-,2017_boxofficemojo_rankings.csv,2017
455,456,Little Shop of Horrors 2017 Re-release,"$233,865","$233,865",100%,-,-,2017_boxofficemojo_rankings.csv,2017
456,457,City of Ghosts,"$228,225","$128,015",56.1%,"$100,210",43.9%,2017_boxofficemojo_rankings.csv,2017
457,458,Jeremiah Tower: The Last Magnificent,"$228,153","$228,153",100%,-,-,2017_boxofficemojo_rankings.csv,2017
458,459,Rumble: The Indians Who Rocked The World,"$226,006","$226,006",100%,-,-,2017_boxofficemojo_rankings.csv,2017
459,460,Take Every Wave: The Life of Laird Hamilton,"$223,301","$176,076",78.9%,"$47,225",21.1%,2017_boxofficemojo_rankings.csv,2017
460,461,California Typewriter,"$218,563","$218,563",100%,-,-,2017_boxofficemojo_rankings.csv,2017
461,462,Risk,"$214,669","$200,219",93.3%,"$14,450",6.7%,2017_boxofficemojo_rankings.csv,2017
462,463,Marjorie Prime,"$213,858","$180,608",84.5%,"$33,250",15.5%,2017_boxofficemojo_rankings.csv,2017
463,464,The Wound,"$213,043","$30,678",14.4%,"$182,365",85.6%,2017_boxofficemojo_rankings.csv,2017
464,465,Big Sonia,"$212,471","$212,471",100%,-,-,2017_boxofficemojo_rankings.csv,2017
465,466,The Desert Bride,"$205,350","$30,110",14.7%,"$175,240",85.3%,2017_boxofficemojo_rankings.csv,2017
466,467,Sicilian Ghost Story,"$204,892","$15,285",7.5%,"$189,607",92.5%,2017_boxofficemojo_rankings.csv,2017
467,468,Pop Aye,"$204,464","$77,976",38.1%,"$126,488",61.9%,2017_boxofficemojo_rankings.csv,2017
468,469,The Bad Batch,"$201,890","$180,851",89.6%,"$21,039",10.4%,2017_boxofficemojo_rankings.csv,2017
469,470,9/11,"$200,229","$170,000",84.9%,"$30,229",15.1%,2017_boxofficemojo_rankings.csv,2017
470,471,Ex Libris: New York Public Library,"$198,239","$158,192",79.8%,"$40,047",20.2%,2017_boxofficemojo_rankings.csv,2017
471,472,Mom,"$195,701",-,-,"$195,701",100%,2017_boxofficemojo_rankings.csv,2017
472,473,The Divine Order,"$195,081","$76,277",39.1%,"$118,804",60.9%,2017_boxofficemojo_rankings.csv,2017
473,474,Past Life,"$191,678","$180,099",94%,"$11,579",6%,2017_boxofficemojo_rankings.csv,2017
474,475,Munna Michael,"$189,105","$99,629",52.7%,"$89,476",47.3%,2017_boxofficemojo_rankings.csv,2017
475,476,Score,"$184,025","$101,382",55.1%,"$82,643",44.9%,2017_boxofficemojo_rankings.csv,2017
476,477,Whose Streets?,"$182,799","$182,799",100%,-,-,2017_boxofficemojo_rankings.csv,2017
477,478,I Am Not A Witch,"$182,462","$50,868",27.9%,"$131,594",72.1%,2017_boxofficemojo_rankings.csv,2017
478,479,Bye Bye Germany,"$176,933","$73,730",41.7%,"$103,203",58.3%,2017_boxofficemojo_rankings.csv,2017
479,480,Better Watch Out,"$176,288","$20,369",11.6%,"$155,919",88.4%,2017_boxofficemojo_rankings.csv,2017
480,481,Champion,"$175,232","$175,232",100%,-,-,2017_boxofficemojo_rankings.csv,2017
481,482,Rodin 2017 Re-release,"$172,619","$44,261",25.6%,"$128,358",74.4%,2017_boxofficemojo_rankings.csv,2017
482,483,Valley of Bones,"$168,738","$168,738",100%,-,-,2017_boxofficemojo_rankings.csv,2017
483,484,Beauty and the Dogs,"$167,723","$8,915",5.3%,"$158,808",94.7%,2017_boxofficemojo_rankings.csv,2017
484,485,The Day After,"$166,022","$24,746",14.9%,"$141,276",85.1%,2017_boxofficemojo_rankings.csv,2017
485,486,Walking Out,"$162,445","$101,947",62.8%,"$60,498",37.2%,2017_boxofficemojo_rankings.csv,2017
486,487,Harmonium,"$153,283","$17,191",11.2%,"$136,092",88.8%,2017_boxofficemojo_rankings.csv,2017
487,488,Lupin the 3rd: Castle of Cagliostro 2017 Re-release,"$151,802","$142,425",93.8%,"$9,377",6.2%,2017_boxofficemojo_rankings.csv,2017
488,489,Restless Creature: Wendy Whelan,"$147,780","$147,780",100%,-,-,2017_boxofficemojo_rankings.csv,2017
489,490,The Last Dalai Lama?,"$145,524","$145,524",100%,-,-,2017_boxofficemojo_rankings.csv,2017
490,491,Irving Berlin's Holiday Inn The Broadway Musical,"$144,550","$144,550",100%,-,-,2017_boxofficemojo_rankings.csv,2017
491,492,The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,"$135,168","$104,837",77.6%,"$30,331",22.4%,2017_boxofficemojo_rankings.csv,2017
492,493,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It","$133,006","$133,006",100%,-,-,2017_boxofficemojo_rankings.csv,2017
493,494,I Called Him Morgan,"$128,986","$128,986",100%,-,-,2017_boxofficemojo_rankings.csv,2017
494,495,The B-Side: Elsa Dorfman's Portrait Photography,"$125,227","$125,227",100%,-,-,2017_boxofficemojo_rankings.csv,2017
495,496,Tragedy Girls,"$122,211","$61,899",50.6%,"$60,312",49.4%,2017_boxofficemojo_rankings.csv,2017
496,497,The Levelling,"$118,451","$3,040",2.6%,"$115,411",97.4%,2017_boxofficemojo_rankings.csv,2017
497,498,"We Love You, Sally Carmichael!","$113,435","$113,435",100%,-,-,2017_boxofficemojo_rankings.csv,2017
498,499,Abacus: Small Enough to Jail,"$113,278","$113,278",100%,-,-,2017_boxofficemojo_rankings.csv,2017
499,500,The Recall,"$112,357","$22,943",20.4%,"$89,414",79.6%,2017_boxofficemojo_rankings.csv,2017
500,501,How Viktor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,"$112,071","$12,954",11.6%,"$99,117",88.4%,2017_boxofficemojo_rankings.csv,2017
501,502,The Trouble with Terkel,"$110,289","$110,289",100%,-,-,2017_boxofficemojo_rankings.csv,2017
502,503,The Fifth Element 2017 Re-release,"$109,786",-,-,"$109,786",100%,2017_boxofficemojo_rankings.csv,2017
503,504,Wedding Party 2,"$109,459","$11,140",10.2%,"$98,319",89.8%,2017_boxofficemojo_rankings.csv,2017
504,505,The Lure,"$108,846","$101,657",93.4%,"$7,189",6.6%,2017_boxofficemojo_rankings.csv,2017
505,506,"Love, Cecil","$107,940","$106,057",98.3%,"$1,883",1.7%,2017_boxofficemojo_rankings.csv,2017
506,507,The Bachelors,"$106,212",-,-,"$106,212",100%,2017_boxofficemojo_rankings.csv,2017
507,508,A Ciambra,"$104,808","$41,934",40%,"$62,874",60%,2017_boxofficemojo_rankings.csv,2017
508,509,The Gracefield Incident,"$102,256",-,-,"$102,256",100%,2017_boxofficemojo_rankings.csv,2017
509,510,Aida's Secrets,"$98,468","$98,468",100%,-,-,2017_boxofficemojo_rankings.csv,2017
510,511,Blind,"$98,280","$12,522",12.7%,"$85,758",87.3%,2017_boxofficemojo_rankings.csv,2017
511,512,"Tim Timmerman, Hope of America","$97,727","$97,727",100%,-,-,2017_boxofficemojo_rankings.csv,2017
512,513,Dina,"$96,524","$90,503",93.8%,"$6,021",6.2%,2017_boxofficemojo_rankings.csv,2017
513,514,Keep Watching,"$94,178","$94,178",100%,-,-,2017_boxofficemojo_rankings.csv,2017
514,515,Because of Grácia,"$90,878","$90,878",100%,-,-,2017_boxofficemojo_rankings.csv,2017
515,516,Porto,"$90,849","$15,126",16.6%,"$75,723",83.4%,2017_boxofficemojo_rankings.csv,2017
516,517,Night of the Living Dead,"$89,029","$89,029",100%,-,-,2017_boxofficemojo_rankings.csv,2017
517,518,Glory,"$87,728","$18,415",21%,"$69,313",79%,2017_boxofficemojo_rankings.csv,2017
518,519,Singularity,"$86,822","$4,176",4.8%,"$82,646",95.2%,2017_boxofficemojo_rankings.csv,2017
519,520,School Life,"$86,616","$37,381",43.2%,"$49,235",56.8%,2017_boxofficemojo_rankings.csv,2017
520,521,Mudbound,"$85,955",-,-,"$85,955",100%,2017_boxofficemojo_rankings.csv,2017
521,522,Jackals,"$85,410",-,-,"$85,410",100%,2017_boxofficemojo_rankings.csv,2017
522,523,Chapter & Verse,"$84,147","$84,147",100%,-,-,2017_boxofficemojo_rankings.csv,2017
523,524,Harold and Lillian: A Hollywood Love Story,"$78,301","$78,301",100%,-,-,2017_boxofficemojo_rankings.csv,2017
524,525,Bill Nye: Science Guy,"$74,909","$74,909",100%,-,-,2017_boxofficemojo_rankings.csv,2017
525,526,Wait for Your Laugh,"$73,585","$73,585",100%,-,-,2017_boxofficemojo_rankings.csv,2017
526,527,Vengeance: A Love Story,"$73,270","$4,526",6.2%,"$68,744",93.8%,2017_boxofficemojo_rankings.csv,2017
527,528,Te Ata,"$73,236","$73,236",100%,-,-,2017_boxofficemojo_rankings.csv,2017
528,529,Buster's Mal Heart,"$73,121","$73,121",100%,-,-,2017_boxofficemojo_rankings.csv,2017
529,530,Headshot,"$73,010",-,-,"$73,010",100%,2017_boxofficemojo_rankings.csv,2017
530,531,Turn It Around: The Story of East Bay Punk,"$69,787","$69,787",100%,-,-,2017_boxofficemojo_rankings.csv,2017
531,532,My Entire High School Sinking Into the Sea,"$68,883","$68,883",100%,-,-,2017_boxofficemojo_rankings.csv,2017
532,533,Alive and Kicking,"$68,485","$68,485",100%,-,-,2017_boxofficemojo_rankings.csv,2017
533,534,Summer in the Forest,"$67,743","$45,542",67.2%,"$22,201",32.8%,2017_boxofficemojo_rankings.csv,2017
534,535,Architects of Denial,"$65,424","$65,424",100%,-,-,2017_boxofficemojo_rankings.csv,2017
535,536,Manolo: the Boy Who Made Shoes for Lizards,"$64,889","$60,056",92.6%,"$4,833",7.4%,2017_boxofficemojo_rankings.csv,2017
536,537,The Tiger Hunter,"$62,398","$62,398",100%,-,-,2017_boxofficemojo_rankings.csv,2017
537,538,Donald Cried,"$61,406","$61,406",100%,-,-,2017_boxofficemojo_rankings.csv,2017
538,539,The Outcasts,"$61,250","$1,455",2.4%,"$59,795",97.6%,2017_boxofficemojo_rankings.csv,2017
539,540,The Untamed,"$61,249","$27,593",45.1%,"$33,656",54.9%,2017_boxofficemojo_rankings.csv,2017
540,541,The Sacrifice 2017 Re-release,"$61,018","$61,018",100%,-,-,2017_boxofficemojo_rankings.csv,2017
541,542,Just One Drop,"$60,078","$60,078",100%,-,-,2017_boxofficemojo_rankings.csv,2017
542,543,The Force,"$59,912","$59,912",100%,-,-,2017_boxofficemojo_rankings.csv,2017
543,544,Bang! The Bert Berns Story,"$59,299","$59,299",100%,-,-,2017_boxofficemojo_rankings.csv,2017
544,545,The Boom,"$57,962","$57,962",100%,-,-,2017_boxofficemojo_rankings.csv,2017
545,546,Saving Brinton,"$56,218","$56,218",100%,-,-,2017_boxofficemojo_rankings.csv,2017
546,547,False Confessions,"$56,165","$29,245",52.1%,"$26,920",47.9%,2017_boxofficemojo_rankings.csv,2017
547,548,XX,"$55,668","$30,911",55.5%,"$24,757",44.5%,2017_boxofficemojo_rankings.csv,2017
548,549,Naam Shabana,"$55,429",-,-,"$55,429",100%,2017_boxofficemojo_rankings.csv,2017
549,550,Twenty Two 2017 Re-release,"$55,001","$46,796",85.1%,"$8,205",14.9%,2017_boxofficemojo_rankings.csv,2017
550,551,Birdboy: The Forgotten Children,"$52,366","$38,786",74.1%,"$13,580",25.9%,2017_boxofficemojo_rankings.csv,2017
551,552,Tickling Giants,"$51,499","$51,499",100%,-,-,2017_boxofficemojo_rankings.csv,2017
